Title,Poster URL,Detected Language,Line 1,Line 2,Line 3,Error
Cruel Intentions,https://m.media-amazon.com/images/M/MV5BMjgyYmVjNWYtZTNjOS00YjEyLWI0MjEtMDgwYWI2YzZiMTFkXkEyXkFqcGc@.jpg,it,CRUEL,INTENTIONS,PHILLLPPE SARAH MICHELLE GFLLAR,
Lock Stock and Two Smoking Barrels,https://m.media-amazon.com/images/M/MV5BMmY1M2M5ZmMtYzllZC00YzAxLTk4MjktZDJkNjA1MTUwMGQ4XkEyXkFqcGc@.jpg,en,ksteck,lock,"1998,",
Six Ways to Sunday,https://m.media-amazon.com/images/M/MV5BMTI5NzMxMjQ0NF5BMl5BanBnXkFtZTcwNTA1MzAyMQ@@.jpg,so,hayes,harry,brody,
The School of Flesh,,en,,,,No poster for 'The School of Flesh'
Harvest,https://m.media-amazon.com/images/M/MV5BOWM4NDY4MTUtNGVmMS00MGJkLWFkN2YtZmQwNzNmYmFjYzJkXkEyXkFqcGc@.jpg,no,Harvest,GLIMMERINGLY,"SPELLDINDING """,
The Rage Carrie 2,https://m.media-amazon.com/images/M/MV5BNjA3Y2YxNGMtN2ZkMi00MDQxLTlmMzMtZTYxYTE0YmI4NGQ3XkEyXkFqcGc@.jpg,en,RAGE,CARRIE,2,
Wing Commander,https://m.media-amazon.com/images/M/MV5BYWQ1YjE4NjQtZWQ2Ni00Y2MzLWIyMGMtMGMxODcxY2IzMTc0XkEyXkFqcGc@.jpg,en,Wing,BURROWS,KARYO,
The Haunting,https://m.media-amazon.com/images/M/MV5BMTU4NzA4MDEwNF5BMl5BanBnXkFtZTgwMTQxODYzNjM@.jpg,en,NNETFLIX,0 F,H 0 U $ E,
Dead Ringers,https://m.media-amazon.com/images/M/MV5BYTMwZDViNDMtZGJjNC00YzM4LWFiN2YtZjVjNjAwOWNjMTIxXkEyXkFqcGc@.jpg,nl,RINGERS,DEAD,TWO BODIES. TWO MINDS. ONE SOUL,
My Boyfriend s Back,https://m.media-amazon.com/images/M/MV5BMjRmZTNjZjItNzY4YS00MGRiLWI1YmMtOTEwNTZmYmZkNTY0XkEyXkFqcGc@.jpg,en,,,,
Village of the Damned,https://m.media-amazon.com/images/M/MV5BZjU0ZDMyOTgtNWU0YS00MjFmLWJjOTEtYjViMDI1NWUyMGE5XkEyXkFqcGc@.jpg,en,VILLAGE OF THE DAMNED,Beware the Children,A IHIVERSAL PICTURE,
Children of the Damned,https://m.media-amazon.com/images/M/MV5BZDIyNTZjNTMtYzRjMy00ZTBiLWFlODctYzcyN2YxMWY3Y2Q3XkEyXkFqcGc@.jpg,en,HILOREN,THE,MAMNEQ,
Baby Geniuses,https://m.media-amazon.com/images/M/MV5BZGU1NTE0YWUtY2FkZS00MGE5LWI4MDItMmE5NzYzY2YzMTY1XkEyXkFqcGc@.jpg,en,geniuses,baby,ChristopherLloyd,
Forces of Nature,https://m.media-amazon.com/images/M/MV5BOTAwMjBhYTctNzcyMC00ZTMwLWI1NGMtMjZkYjYyNmIxNzFjXkEyXkFqcGc@.jpg,en,TCACS OF,NATURE,He,
Bandits,https://m.media-amazon.com/images/M/MV5BMTkyMzA3OTI3NV5BMl5BanBnXkFtZTYwMjU0ODM3.jpg,id,BMNDITS,mgm com,,
Dangerous Beauty,https://m.media-amazon.com/images/M/MV5BMDEzNWJiMGItMjM2Zi00NmMyLTk1NDYtNmY0ODRhMTNjODIzXkEyXkFqcGc@.jpg,en,DANGEROUS BEAUTY,LIFE WITHOUT COMPROMISE:,,
The Empty Mirror,https://m.media-amazon.com/images/M/MV5BMTIxMzg3Mzg2OF5BMl5BanBnXkFtZTcwNjAyNTkxMQ@@.jpg,en,EMPTY,MIRROR,THE,
The King and I,https://m.media-amazon.com/images/M/MV5BZDA5MTVjZDEtYmE3Ni00MTc5LWFlYWMtNzk1YjM5NTUzNzE1XkEyXkFqcGc@.jpg,en,ange,and,DEBORAH KERR,
Doug s 1st Movie,https://m.media-amazon.com/images/M/MV5BYWE5NTU0MTQtYWQ3ZS00ZGVkLWExYmMtZTRjMzBmOTQ3MWRlXkEyXkFqcGc@.jpg,en,DaOgs,Ist,MOVIE,
Edtv,https://m.media-amazon.com/images/M/MV5BN2UzMzljOGEtZjYzZS00ZmNmLTg4NzctYWI2NDI4NjEwOGEwXkEyXkFqcGc@.jpg,sv,GOOD MORNING!,YOURE LIVE ON,@K,
The Mod Squad,https://m.media-amazon.com/images/M/MV5BMjA5OTQzMTYyMl5BMl5BanBnXkFtZTcwOTQxMDU1MQ@@.jpg,en,SEASON,VOLUME,7,
Among Giants,https://m.media-amazon.com/images/M/MV5BZmQ5ZmU4ZGQtZWMwNC00MmI4LWE0N2ItYThkMjFlMzUyYzc1XkEyXkFqcGc@.jpg,tl,Hostlethwaite,rachel griffiths,pet:,
The Matrix,https://m.media-amazon.com/images/M/MV5BN2NmN2VhMTQtMDNiOS00NDlhLTliMjgtODE2ZTY0ODQyNDRhXkEyXkFqcGc@.jpg,en,MATRIX,REEVES,LAURENCE,
10 Things I Hate About You,https://m.media-amazon.com/images/M/MV5BOTQwYmRhNGQtODI2Mi00ZTRlLTk0Y2QtY2NkNjE1MGNhNTgwXkEyXkFqcGc@.jpg,en,#hegs,10,How DO | LOATHE THEE? LET ME COUNT THE WAYS:,
Tango,https://m.media-amazon.com/images/M/MV5BYjcwNzI2ZWQtMDE2Yy00MGU2LTljZGYtZmVjZmQ4NDYzZmI2XkEyXkFqcGc@.jpg,sw,RUSSELL,FRANCO,HAROLD,
The Out-of-Towners,https://m.media-amazon.com/images/M/MV5BOTYzZjAzZTctYTliYy00YmY2LTgyOTctNTNiYmJkN2Q3ODEwXkEyXkFqcGc@.jpg,en,Out,STEVE MARTIN,~OF -,
Love etc.,https://m.media-amazon.com/images/M/MV5BMTQ1MTAxMjgxNV5BMl5BanBnXkFtZTcwODQ5NDEzMQ@@.jpg,fr,etc.,15,05,
Metroland,https://m.media-amazon.com/images/M/MV5BMjY4NDNiOTktYWNjNS00MGZkLTgzNDUtMzg1Y2NiNjhjNzBmXkEyXkFqcGc@.jpg,tr,METROLAND,EMILY VATSON,CHRISTIAN BALE,
The Sticky Fingers of Time,https://m.media-amazon.com/images/M/MV5BMTU1NDk1MDgzMF5BMl5BanBnXkFtZTcwNjg3MDMyMQ@@.jpg,en,LE,between Kinkiness and nostalgia: ',INCLUDES,
Following,https://m.media-amazon.com/images/M/MV5BNjZiMTI5OGItZWJhMC00OGRiLTk1NzAtYmNmZTM0MzFmNGM0XkEyXkFqcGc@.jpg,en,FOLLOWING,LucY RUSSELL,FILM,
Never Been Kissed,https://m.media-amazon.com/images/M/MV5BOGFjODFkYzctMjRhNy00NzMwLWFlM2UtZjAzMGUxYzM1ZWNkXkEyXkFqcGc@.jpg,nl,BARRYMORE,ARQUETTE,SHANNON,
Twin Dragons,https://m.media-amazon.com/images/M/MV5BNjM4NDNhMDEtYjA4Mi00NjliLThmOTgtMDM3ZDQ1MDE4ZjRlXkEyXkFqcGc@.jpg,en,The Twin Dragons,II?,408,
Cookie s Fortune,https://m.media-amazon.com/images/M/MV5BNTQ4YWFlNmYtZTQxOS00YTUwLThiZjItYmMxZDdjODcyYWRlXkEyXkFqcGc@.jpg,en,Cookiies,Fortune,EVIDENU,
Lovers of the Arctic Circle,https://m.media-amazon.com/images/M/MV5BMTM4ZDhjZWEtMDg4Yi00NGNlLWJhZmUtMjY0ZDI4NzllN2E0XkEyXkFqcGc@.jpg,en,IOVERS,"LUSH AND DREAMILY BEAUTIFLIL,",MADLY ROMANIIC !,
Life,https://m.media-amazon.com/images/M/MV5BZDhlMzJhMTgtN2FhZS00OWQ1LTk3Y2ItZGNiNTQ0ZmUzYmIzXkEyXkFqcGc@.jpg,cy,MAGICAL,MASTERPIECE,The Life of Chuck,
Friends Lovers,https://m.media-amazon.com/images/M/MV5BZDEyODFjYTItNTA3MS00NTA0LTk1YTAtZTEyZDhlZTJlZWUwXkEyXkFqcGc@.jpg,nl,Robert,LAGUNA,,
Hideous Kinky,https://m.media-amazon.com/images/M/MV5BYTRkMjZiMzMtMmJiNy00Y2JiLWEyMTUtYzRlYzg4YTU0ZWMxXkEyXkFqcGc@.jpg,fi,Marrakech Express,Hideous Kinky),SAID TAGHMAOUI,
Jeanne and the Perfect Guy,https://m.media-amazon.com/images/M/MV5BMDJhZGQxN2MtY2I2MC00MzQxLTkxYmYtZGFmMmZiN2UzMTU0XkEyXkFqcGc@.jpg,en,jeanhe,formidable,garcon,
The Joyriders,https://m.media-amazon.com/images/M/MV5BNWRhYTFhMzEtYzBiOC00MTkzLTlhODEtNTEyYjcxZmYxNGNhXkEyXkFqcGc@.jpg,en,JOYRIDERS,The,KRIS KRISTOFFERSON,
The Monster,https://m.media-amazon.com/images/M/MV5BODViOWNiOTItMjU3My00YTdhLWIxYTQtNjg5ZDI4ZGRmMmIwXkEyXkFqcGc@.jpg,en,MONSUR,BLANC,BENIGNI,
Fotoamator,https://m.media-amazon.com/images/M/MV5BMTQwMjk2MTI0M15BMl5BanBnXkFtZTcwNjQ1NjUzMQ@@.jpg,it,Expetience,TheJewish,From,
SLC Punk,https://m.media-amazon.com/images/M/MV5BNmQ1YWNkMDgtNjY3OC00MTcwLTljODktZmZjMTJkNmU5MDQzXkEyXkFqcGc@.jpg,fi,5,"Fear; Moondogg Ceneration X Adolescents, Fifi, The Velvet Underground and Dead Kennedys","plus classic bracks from Blondie, The Exploited, The Specials, The Stooges, Ramones,",
Pushing Tin,https://m.media-amazon.com/images/M/MV5BNjc4ZWI0YjktMDgyZS00MTUzLTllYTQtMjhhNzAyZmFkMTY0XkEyXkFqcGc@.jpg,tl,PUSHING,TIN,angelina JOLIE,
Election,https://m.media-amazon.com/images/M/MV5BMTVmMWJiMTgtNmNmMS00NmI2LTgxZTAtNjdhODE2NTBlYTAyXkEyXkFqcGc@.jpg,fr,Reading:,Writing-,Revenge.,
eXistenZ,https://m.media-amazon.com/images/M/MV5BZjk3MGRhN2EtN2IyYi00NjFkLWFmNTUtNWI3MzZiYjI2ZjRkXkEyXkFqcGc@.jpg,de,Play,Live It,Kill For It,
A Little Bit of Soul,https://m.media-amazon.com/images/M/MV5BMjAxODU5MTI1MV5BMl5BanBnXkFtZTcwNjU2NzAwMQ@@.jpg,en,GEOFFREY RUSH,id,devilish comedy,
Goliathon,https://m.media-amazon.com/images/M/MV5BMjU2YTM4NzMtMzkwMS00NmI3LTk1NjktZGFiNjVkZjViZGNjXkEyXkFqcGc@.jpg,cy,SB,,,
N,https://m.media-amazon.com/images/M/MV5BZmJkNGYzOGQtMDk5My00MTgzLThiMzMtZGVkZTZmNmYxNzU1XkEyXkFqcGc@.jpg,vi,RRIENDS,YOUR,NEIGHBORS,
Let It Come Down The Life of Paul Bowles,https://m.media-amazon.com/images/M/MV5BMjA1NTc1MDUwNF5BMl5BanBnXkFtZTcwMzgyNzgxMQ@@.jpg,en,"""Tehol",Paul Bowles,ZEITGEIST VIDEO,
Entrapment,https://m.media-amazon.com/images/M/MV5BZjliMDM0ZGQtMzA1Yy00MjZhLWI2NDgtODJhOWMyNTBlZDdhXkEyXkFqcGc@.jpg,ca,ENTRAPMENT,CATHERINE ZETAJONES,SEAN CONNERY,
Idle Hands,https://m.media-amazon.com/images/M/MV5BNzAxOWZlNjUtZjQwNC00OWEzLWJiYmUtMjI4MmUxYjUxOWZlXkEyXkFqcGc@.jpg,da,HAND,@ND His,9,
Get Real,https://m.media-amazon.com/images/M/MV5BYzM3N2EwYTctNmNkNS00Zjk0LWEwYzctY2I4MDRkMjBiNDBjXkEyXkFqcGc@.jpg,de,get,misunderstanding;,"sexuality; guilt,",
Heaven,https://m.media-amazon.com/images/M/MV5BMzdhNGZhMjQtYjVmNy00OWMyLTk1MmQtZGNhZDYwMzZlZjI3XkEyXkFqcGc@.jpg,nl,KINGDOMo HEAVEN,MAY,"JOHN MATHIESON, BSC",
Bian Lian,https://m.media-amazon.com/images/M/MV5BNTI5OGRiZjQtODJlOC00ZTRhLTgxOWEtMDkyNmI5MzRmZGIwXkEyXkFqcGc@.jpg,id,KING,MASKS,THE,
The Winslow Boy,https://m.media-amazon.com/images/M/MV5BMjYxNjdjZjMtZmY2My00ZTJhLTkxYmEtOWZlOWUxYWI4ZDM4XkEyXkFqcGc@.jpg,en,Wihslow,Boy,REBECCA,
Night of the Comet,https://m.media-amazon.com/images/M/MV5BZWUyM2IxMzItNDljNi00MWQ5LWI0ZTctOThmZjJiYjU3NWJiXkEyXkFqcGc@.jpg,en,0 F,C 0 M E T,thing on earth,
Chopping Mall,https://m.media-amazon.com/images/M/MV5BOTdkNDk3MDEtN2FkNi00NmFjLWI3MWUtZDMxMmY1ZDU2YTdkXkEyXkFqcGc@.jpg,tl,CPark,OMalk,Where Shopping Costs You,
The Mummy,https://m.media-amazon.com/images/M/MV5BMTY4YWE0OGMtNjU0Yi00YzIwLTk3NTktM2ZiYWQwNjM4MmMxXkEyXkFqcGc@.jpg,en,M Y,M U,T,
Mascara,https://m.media-amazon.com/images/M/MV5BZDMxY2Y1NTMtZjA3NS00YzVkLWE1MzktNWNkNDk4MWY2YjIwXkEyXkFqcGc@.jpg,pt,MASCARA,MICHAEL SARRAZIN,CHARLOTTE,
Xiu Xiu The Sent-Down Girl,https://m.media-amazon.com/images/M/MV5BMjE5NDk3MTQyNF5BMl5BanBnXkFtZTcwODIzNjgxMQ@@.jpg,en,Au,~,,
A Midsummer Night s Dream,https://m.media-amazon.com/images/M/MV5BNTlhNTQ3MzUtZDBjNi00YjRjLWExOTQtMTczYjM0MTkzYzI5XkEyXkFqcGc@.jpg,en,DREAM,NIGHTS,MIDSUMMER,
Trippin,https://m.media-amazon.com/images/M/MV5BMmI1MzE2YmMtYTc1ZC00MzAzLTkyMTMtMGY3NjQ1MWE3NDY0XkEyXkFqcGc@.jpg,tl,Hes,,,
After Life,https://m.media-amazon.com/images/M/MV5BNDVkNzU5ZjAtNjE5MC00YjBmLTk0NjAtYmFiOTk3MGIwZDlmXkEyXkFqcGc@.jpg,de,After Life,NETFLIX,SEASON 2,
Hak hap,https://m.media-amazon.com/images/M/MV5BNDBkZDc1YjAtMWJmNy00MGY2LTkzZTktNDYxMDU0ODc0MWJlXkEyXkFqcGc@.jpg,id,[,1,1,
Edge of Seventeen,https://m.media-amazon.com/images/M/MV5BODE2NjE4NjYyMV5BMl5BanBnXkFtZTgwNzk3MjQ0OTE@.jpg,nl,EDGEof,Seventeen,4,
Endurance,https://m.media-amazon.com/images/M/MV5BODMyYjgwYWUtYTFmMC00OGE2LTlmOWUtZjA1MDhjNGVmMmZkXkEyXkFqcGc@.jpg,es,ENDURANCE,NOV,hulu,
The Love Letter,https://m.media-amazon.com/images/M/MV5BZTdmZjkwNmUtNTgxNi00YzhmLWI5NmQtZjA0YTkyODkyYmU2XkEyXkFqcGc@.jpg,en,LETTER,OVE,THE,
Frogs for Snakes,https://m.media-amazon.com/images/M/MV5BMGE2MDMxZTctMDY5NS00ZTk2LWIyYmMtZjliNjJiOGNiYzllXkEyXkFqcGc@.jpg,no,SMAKES,HERSHEY,BARBARA,
Rekopis znaleziony w Saragossie,https://m.media-amazon.com/images/M/MV5BMzgwMzhmNGUtNGEyMy00N2E0LWI3ZGYtOGFjYjQ0NzJlNTc4XkEyXkFqcGc@.jpg,pl,REKOPIS,,,
The Mummy,https://m.media-amazon.com/images/M/MV5BMTY4YWE0OGMtNjU0Yi00YzIwLTk3NTktM2ZiYWQwNjM4MmMxXkEyXkFqcGc@.jpg,en,M Y,M U,T,
The Mummy s Curse,https://m.media-amazon.com/images/M/MV5BOWFlZjMzNzEtMzg1Ni00Yjk4LTkzNTUtNGExNGE2OTU4M2I4XkEyXkFqcGc@.jpg,en,INCORPORATED,,,
The Mummy s Ghost,https://m.media-amazon.com/images/M/MV5BOWFlZjMzNzEtMzg1Ni00Yjk4LTkzNTUtNGExNGE2OTU4M2I4XkEyXkFqcGc@.jpg,en,INCORPORATED,,,
The Mummy s Tomb,https://m.media-amazon.com/images/M/MV5BMzI5MmU5ZTQtZTk2Yy00NzYxLTg4YTktYmQwZTY5MDMzYzJlXkEyXkFqcGc@.jpg,en,,,,
Mommie Dearest,https://m.media-amazon.com/images/M/MV5BZTFkZjg1N2ItNDQxMS00MTNkLWE0MzgtNTU2MjJkNGI2ZTc0XkEyXkFqcGc@.jpg,fr,The illusion of perfection.,{oe,Faye Dunaway is Joan Crawford.,
Superman II,https://m.media-amazon.com/images/M/MV5BNzg5ZjJkNGEtNzhjNy00YzI4LTlkZjItNTViNmYxNGZlZWE2XkEyXkFqcGc@.jpg,id,MAN,The three outlaws from Krypton descend to Earth to confront,"the Man of Steel, in a cosmic battle for world supremacy.",
Superman III,https://m.media-amazon.com/images/M/MV5BYjcyN2E4NzQtYmUwZC00NmQ5LWJkMWUtMThjZGIwZGIwYzZmXkEyXkFqcGc@.jpg,id,ANNETTE OTOOLE,CHRISTOPHER REEVE,ROBERT VAUGHN a MARGOT KIDDER & Lois Lane,
Superman IV The Quest for Peace,https://m.media-amazon.com/images/M/MV5BZjhkODhlYjEtMDEyZS00YjZmLWJjMDctZGI3MGJiNDEyNTE2XkEyXkFqcGc@.jpg,en,PEACE,JOHN WILLIAMS,"In the best hands, it is dangerous.",
Dracula,https://m.media-amazon.com/images/M/MV5BY2U5OTYxZTUtZWFjZC00NjFmLWFhYjgtYzdjNDhmZWU3OTgxXkEyXkFqcGc@.jpg,ro,dracula,LUC BESSON,LENOUVEAU FILMDE,
House of Dracula,https://m.media-amazon.com/images/M/MV5BMWM0Mzg4MTctMDA4Ni00MmI5LWI5NzUtYWEyOTJlZGM4ZjEwXkEyXkFqcGc@.jpg,en,Dracula,LON,JOHN,
House of Frankenstein,https://m.media-amazon.com/images/M/MV5BNWJjOTZiODEtZWRhNS00NDI1LTliODMtNjZkNDJiYTI1OGU0XkEyXkFqcGc@.jpg,af,FRANKENSTEIN,HOUSE,OF,
Frankenstein Meets the Wolf Man,https://m.media-amazon.com/images/M/MV5BOTdlOGE3NzMtYzU1YS00ZWFkLTk0MDQtMjE3N2JhNjUzMWZiXkEyXkFqcGc@.jpg,nl,EIN,meeta,LON,
Son of Dracula,https://m.media-amazon.com/images/M/MV5BMzc3ODZkM2MtMzE5ZC00NDcyLTgyYWYtZTQ1Mzk3NGE5NDRlXkEyXkFqcGc@.jpg,en,DRACULA,Jo,5.,
Howling II ... Your Sister Is a Werewolf,,en,,,,No poster for 'Howling II ... Your Sister Is a Werewolf'
Tarantula,https://m.media-amazon.com/images/M/MV5BYjYzZDczYzYtMzhhOS00ZTZmLWEwMzQtMTFkZTZkYTc0MjMxXkEyXkFqcGc@.jpg,id,GIANT SPIDER STRIKES!,CRAWLING TERROR 100 FEET HIGH !,G. CARROLL,
The Flying Saucer,https://m.media-amazon.com/images/M/MV5BMjQ3ZDBkZjktODBkZS00YzdjLWJjNjAtODAyOTE5MGJjYjUxXkEyXkFqcGc@.jpg,en,Mikel Conrad . Pat Carrisoa - Hantz Von Teuffen,STREAKING OUT OF THE UNKNOWN (OMES A STRANGE NEW TERRORI,5/1z8,
The Thing from Another World,https://m.media-amazon.com/images/M/MV5BMTE0OWM5YzgtYTllZC00ZDc0LTg2YTctYTFlN2M5NTMxZDVhXkEyXkFqcGc@.jpg,en,HOWARD HAWKS',WaRninG!,Without,
It Came from Outer Space,https://m.media-amazon.com/images/M/MV5BOTUzNzM0MzQxMV5BMl5BanBnXkFtZTgwNTM5NDI1MDE@.jpg,en,3DIMENSIQN,AMAZING! EXCITINGI,Richard  CARLSON-Barbara RUSH,
The War of the Worlds,https://m.media-amazon.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@.jpg,en,OF THE,T  0   M,M,
It Came from Beneath the Sea,https://m.media-amazon.com/images/M/MV5BNTE5MmJhZjctNzkzYi00YzU0LTlhMGMtM2Q5MWZmY2YyMmU3XkEyXkFqcGc@.jpg,en,BAME FROR BENEATH THE SEA,Out ot primordial depths to destroy the world!,RAY HARRYHAUSEN,
Earth vs. the Flying Saucers,https://m.media-amazon.com/images/M/MV5BMTUzOTQ2NzEyN15BMl5BanBnXkFtZTgwOTQyMjkyMjE@.jpg,en,SAUCEBS,HUGH MARLOWE ' JOAN TAYLOR,ATTACKT,
It Conquered the World,https://m.media-amazon.com/images/M/MV5BYjY2OGE4OWQtODZhYi00NGRhLTg5ZmEtNThjYzM1N2I1Yjg3XkEyXkFqcGc@.jpg,en,CONQUERED,THE,WORLD,
Swamp Thing,https://m.media-amazon.com/images/M/MV5BMGQzYzgxZWQtZmI3YS00YTIzLTk4NmQtMGE0YTdiNGNlZjYxXkEyXkFqcGc@.jpg,en,SWAMP,THING,THE CW SERIES PREMIERE TUE OCT 6 8/7c @,
Pork Chop Hill,https://m.media-amazon.com/images/M/MV5BYjhhNDU4ZGEtZTdkYS00MzhkLTk4M2QtYzFiOTEyYWExZjBhXkEyXkFqcGc@.jpg,nl,PECK,HILL,PORK,
Run Silent Run Deep,https://m.media-amazon.com/images/M/MV5BN2ZmNTFkNjAtODY1Yi00ODlhLWE0NzEtOWFhN2RiNzU4NzBhXkEyXkFqcGc@.jpg,nl,CuARKGABLE BURT LANCASTER,TERRIFICL,Inall the,
Notting Hill,https://m.media-amazon.com/images/M/MV5BZjY3YWI5OTMtYTdlNy00ZTZiLWEwYjItN2M1MGVkMDM4ZDExXkEyXkFqcGc@.jpg,sv,Notting,Hill,Hugh Grant,
The Loss of Sexual Innocence,https://m.media-amazon.com/images/M/MV5BZDZlZDk4MDgtYWVkYi00NTI1LWEzMmEtY2QyNjUyMjllOGFhXkEyXkFqcGc@.jpg,en,the loss of sexual innocence,knowledge interact,daring and innovative,
Twice Upon a Yesterday,https://m.media-amazon.com/images/M/MV5BNGM3ZDc4ZWMtMzJhYy00OWNmLWE0MTctZTk5NzNlYjFlM2U5XkEyXkFqcGc@.jpg,en,'TWICEUPONAYESTERD,or anyone who needs,HFNSHALL,
Instinct,https://m.media-amazon.com/images/M/MV5BZWYwYmQzYTctMjg5Ni00NWZkLWI5NzItZGFjMDM2NDkyNGZlXkEyXkFqcGc@.jpg,en,ERHOEVEU,,,
Buena Vista Social Club,https://m.media-amazon.com/images/M/MV5BMjZjZGRiNzktMjBmNS00NzUzLWI0NzMtYTYzYWZkNjU4OWE4XkEyXkFqcGc@.jpg,es,compay segundo,rubén gonzález,omara portuondo,
Desert Blue,https://m.media-amazon.com/images/M/MV5BMDQ5NzI3NDAtZGIxOC00ZmRjLWI0OWUtNWJkZmY2NWIxOWZhXkEyXkFqcGc@.jpg,de,desertlue,1,;,
Finding North,https://m.media-amazon.com/images/M/MV5BMjAxNzE5ODg3Ml5BMl5BanBnXkFtZTYwNDY1NTc4.jpg,en,NORTH,FINDING,,
Floating,https://m.media-amazon.com/images/M/MV5BNjk3OTUyNDYxM15BMl5BanBnXkFtZTcwODc2NjEyMQ@@.jpg,en,floating,Lowe,,
Free Enterprise,https://m.media-amazon.com/images/M/MV5BMjk0YzE4NzQtYjFjZi00MmI3LTlmMmEtNDNmNDI0NWQ4MGMyXkEyXkFqcGc@.jpg,nl,OWY ONE MAN,,,
Limbo,https://m.media-amazon.com/images/M/MV5BOTZlNThhMDYtMjg5NS00NDI2LTk3YTAtM2RjNTQ5YmMzM2ZmXkEyXkFqcGc@.jpg,sw,tiffe,"0blique,",73,
Austin Powers The Spy Who Shagged Me,https://m.media-amazon.com/images/M/MV5BY2I3ZTBjOGQtYjQ3My00M2RlLTk3MjgtOTVmMWExNmU3ZjBkXkEyXkFqcGc@.jpg,en,for the Family Jewels:,MY F R S,Now he's fighting,
Promise Her Anything,https://m.media-amazon.com/images/M/MV5BMTFlZTE2OWUtMDg0MS00NWM0LTllNWQtYzQ4ZWM0ZTlmNDA0XkEyXkFqcGc@.jpg,en,(lmings,Hen,picture,
Le nain rouge,https://m.media-amazon.com/images/M/MV5BMTg0ODQxNTU3MF5BMl5BanBnXkFtZTcwOTg0NDMyMQ@@.jpg,fr,RED,DWARF,THE,
The Red Violin,https://m.media-amazon.com/images/M/MV5BYmQ3Y2RjMDgtZTQ5Yi00NDJlLWFjZGEtZWM5NTVjN2EyNmNjXkEyXkFqcGc@.jpg,en,VI0 LIN,THE,RE D,
Tarzan,https://m.media-amazon.com/images/M/MV5BZjM5OWM5NzktMTIzYy00OTk1LWIyYzAtYzBhNWY3NWQ2Y2Y0XkEyXkFqcGc@.jpg,sw,CHRIS BUCK,KEVIN LIMA,PHIL COLLINS,
The General s Daughter,https://m.media-amazon.com/images/M/MV5BZGRhNzQzNjAtZWNhNi00NTMwLWJmNmQtMmUxOWU4YTE3YjA0XkEyXkFqcGc@.jpg,en,S-Rank Adventurer,My Daughter Left,the Nest and Returned an,
An Ideal Husband,https://m.media-amazon.com/images/M/MV5BMzBmNDg1YWItMzRmMS00YTIwLTg3NGMtNmQ2ZTU1NzJiOThmXkEyXkFqcGc@.jpg,en,LDEAL,AN,PARKER,
La leggenda del pianista sull oceano,https://m.media-amazon.com/images/M/MV5BNDg0ZTU4YTItZTI3My00ODNjLTllMTYtMzI3ZWNjYjU1NGM1XkEyXkFqcGc@.jpg,it,LEGEND,THE,OF,
Trekkies,https://m.media-amazon.com/images/M/MV5BY2IxOWFmN2MtNTBkOS00ZDllLWFlZjEtNzcxZjM2Y2FhN2RjXkEyXkFqcGc@.jpg,af,Something About,'Trekkies' is a hoot; the biggest laugh generator since,ALL NEW,
Big Daddy,https://m.media-amazon.com/images/M/MV5BZGQwMzAyMjEtYjNiNi00NWQwLThiNjQtY2Q2ZWQ5ZGIzMDI4XkEyXkFqcGc@.jpg,cy,JUNE 25,"Once you adopt a kid, you've",Look who answered,
The Boys,https://m.media-amazon.com/images/M/MV5BMWJlN2U5MzItNjU4My00NTM2LWFjOWUtOWFiNjg3ZTMxZDY1XkEyXkFqcGc@.jpg,en,me,New Season,JUNE 13,
The Dinner Game,https://m.media-amazon.com/images/M/MV5BMDc1NDM1NjAtOWIxMi00YTc1LWIyZWUtMzZkODkzYzQ1ZmU2XkEyXkFqcGc@.jpg,de,1,1,de,
My Son the Fanatic,https://m.media-amazon.com/images/M/MV5BNjk3ZDM5ZTUtZmI0Yi00MDM3LWE2OWQtM2I2ODYzYWRkNjRiXkEyXkFqcGc@.jpg,en,CG SON THE FANATIC,Ife,"INSIGHTFUL, COMPASSIONATE AND EXCEPTIONALLY RELEVANT""",
Zone 39,https://m.media-amazon.com/images/M/MV5BMTQ4NDQ5NzYwOV5BMl5BanBnXkFtZTcwNzg1NjcyMQ@@.jpg,it,ZONE 39,BOCk,PETER,
Arachnophobia,https://m.media-amazon.com/images/M/MV5BMjExNTcyMjI2Ml5BMl5BanBnXkFtZTgwMDgwNTg4NjE@.jpg,en,ARACHNOPHOBA,,,
South Park Bigger Longer Uncut,https://m.media-amazon.com/images/M/MV5BMDcyNDE4OWEtMjIzNi00OTdmLWIwMWEtNWU2ZjM4ZjA4YzNkXkEyXkFqcGc@.jpg,en,UH-OH,OHLY IK THEATRES JUHE 30,,
Wild Wild West,https://m.media-amazon.com/images/M/MV5BOGI1OWJjMWUtOTNiNC00N2RlLWE3OTYtM2FmOGUzNTQxNzk2XkEyXkFqcGc@.jpg,de,WILL SMITH,JAMES WEST;,AND,
Summer of Sam,https://m.media-amazon.com/images/M/MV5BZmI0OTZiNWYtMzhkNS00ZmVhLWIyY2MtZmNkNGE0NjM2ZmYyXkEyXkFqcGc@.jpg,en,M,WANTED,44 KILLERS,
